CartoSanté; ; 
Référentiel géographique : France par territoire de vie-santé 2019; ; 
Code;Libellé;Densité de généralistes lib. 2021
34028;Bédarieux;9.6
34031;Bessan;10.2
34032;Béziers;9.8
34052;Capestang;5.9
34057;Castelnau-le-Lez;17.8
34058;Castries;10.5
34077;Clapiers;12.8
34079;Clermont-l'Hérault;13
34088;Cournonterral;12.1
34090;Le Crès;12.9
34095;Fabrègues;15.1
34101;Florensac;2.2
34108;Frontignan;9.8
34111;Ganges;13.9
34113;Gigean;9.2
34114;Gignac;10.1
34120;Jacou;13.4
34123;Juvignac;9.8
34129;Lattes;15.5
34142;Lodève;6
34145;Lunel;11.2
34147;Magalas;9.7
34150;Marseillan;15.5
34151;Marsillargues;8.8
34154;Mauguio;10.7
34157;Mèze;7.6
34162;Montagnac;7.3
34172;Montpellier;11.2
34192;Palavas-les-Flots;12
34194;Paulhan;6.2
34198;Pérols;13.3
34199;Pézenas;9.3
34213;Poussan;7
34239;Saint-André-de-Sangonis;8.6
34245;Saint-Chinian;5.6
34247;Saint-Clément-de-Rivière;12.2
34255;Saint-Gély-du-Fesc;13.1
34270;Saint-Jean-de-Védas;14
34276;Saint-Mathieu-de-Tréviers;8.8
34284;Saint-Pons-de-Thomières;13.7
34299;Sérignan;6.5
34300;Servian;7.4
34301;Sète;12.8
34327;Vendargues;12.7
34332;Vias;7
34336;Villeneuve-lès-Béziers;8.2
34344;La Grande-Motte;11.7
35001;Acigné;8.5
35004;Antrain;15.5
35006;Argentré-du-Plessis;5
35012;Bain-de-Bretagne;8.7
35023;Bédée;8.5
35024;Betton;9.6
35047;Bruz;10.4
35049;Cancale;8.4
35051;Cesson-Sévigné;11.1
35055;Chantepie;7.8
35066;Chartres-de-Bretagne;7.8
35068;Châteaubourg;8.2
35069;Châteaugiron;6.8
35085;Combourg;10.4
35093;Dinard;10.2
35095;Dol-de-Bretagne;6.7
35115;Fougères;5.2
35125;La Guerche-de-Bretagne;5.2
35126;Guichen;7.4
35129;Guipry;4.5
35136;Janzé;7.6
35152;Liffré;8.5
